flow,date
0.7386756755007019,1959-07-29
0.5466041695004167,1959-07-30
0.001,1959-07-31
1.2765719195759748,1959-08-01
0.001,1959-08-02
0.6023146493610168,1959-08-03
0.4038577389793268,1959-08-04
1.0595882713350329,1959-08-05
0.453028183472616,1959-08-06
1.501787495966402,1959-08-07
0.6489141057605912,1959-08-08
1.1729019476403,1959-08-09
0.9662935089680653,1959-08-10
0.8431888997430456,1959-08-11
1.605998549927648,1959-08-12
4.4112839485815405,1959-08-13
2.29680254940659,1959-08-14
5.295458258148524,1959-08-15
3.5310057636246617,1959-08-16
3.6435404781397414,1959-08-17
3.8029817135741646,1959-08-18
3.416116391794125,1959-08-19
3.1004309191603583,1959-08-20
0.001,1959-08-21
1.7749616866528377,1959-08-22
1.7144302843971362,1959-08-23
0.8467276195330624,1959-08-24
1.0574992539553187,1959-08-25
1.0350803754610314,1959-08-26
1.3862931678244383,1959-08-27
0.001,1959-08-28
0.1976401588618628,1959-08-29
0.5034005593944908,1959-08-30
0.001,1959-08-31
0.001,1959-09-01
0.6179321798811547,1959-09-02
0.001,1959-09-03
0.001,1959-09-04
2.5970545623705066,1959-09-05
0.574610689467323,1959-09-06
1.0711346868772853,1959-09-07
0.001,1959-09-08
0.1813342814871718,1959-09-09
0.001,1959-09-10
0.001,1959-09-11
0.001,1959-09-12
0.001,1959-09-13
0.001,1959-09-14
0.001,1959-09-15
1.6061884360823167,1959-09-16
0.6350098199526382,1959-09-17
0.001,1959-09-18
1.0447134252003645,1959-09-19
0.7166478776674261,1959-09-20
0.4587636929632889,1959-09-21
1.323317515421313,1959-09-22
0.001,1959-09-23
0.07694812059240369,1959-09-24
0.10994273145679212,1959-09-25
0.7389726187737011,1959-09-26
0.001,1959-09-27
0.1106388169571961,1959-09-28
0.7833825488249626,1959-09-29
0.001,1959-09-30
1.5154334745874565,1959-10-01
0.001,1959-10-02
0.7171282870676212,1959-10-03
0.001,1959-10-04
1.2921305210489757,1959-10-05
0.20540900918454158,1959-10-06
0.001,1959-10-07
0.2004932437976992,1959-10-08
0.001,1959-10-09
0.7544616350859733,1959-10-10
0.03334189440947881,1959-10-11
0.913923660807909,1959-10-12
0.7266430664882696,1959-10-13
0.001,1959-10-14
1.5032283789380632,1959-10-15
0.9122830025311537,1959-10-16
2.3333361567543234,1959-10-17
1.8222956633014449,1959-10-18
3.783664087183392,1959-10-19
5.669551762985682,1959-10-20
6.490476470017401,1959-10-21
7.347060691671916,1959-10-22
8.848256958648838,1959-10-23
8.844771646407581,1959-10-24
9.503853607187317,1959-10-25
11.711343231566204,1959-10-26
11.848711618419687,1959-10-27
11.519012293903891,1959-10-28
14.433016583009318,1959-10-29
16.633140894887013,1959-10-30
18.278332044538537,1959-10-31
15.433824639735521,1959-11-01
16.773166505031842,1959-11-02
13.665145105728195,1959-11-03
13.250062802692034,1959-11-04
12.300520347397425,1959-11-05
9.811573565248416,1959-11-06
10.16364911268363,1959-11-07
9.53422841505743,1959-11-08
10.134626002199862,1959-11-09
9.838561238726616,1959-11-10
10.96158628207029,1959-11-11
11.399073557790745,1959-11-12
11.757195044108972,1959-11-13
10.201773376794634,1959-11-14
10.76335601617442,1959-11-15
10.264188525453525,1959-11-16
8.476550100042644,1959-11-17
7.480532068193291,1959-11-18
5.7103157612987605,1959-11-19
4.686077202866515,1959-11-20
1.8545301352983143,1959-11-21
2.2254530118897624,1959-11-22
3.0519042112113417,1959-11-23
4.726879060521483,1959-11-24
5.265536968568048,1959-11-25
5.075418664022661,1959-11-26
3.1065707007039056,1959-11-27
6.65832689043927,1959-11-28
5.4357592544677225,1959-11-29
5.189168940780455,1959-11-30
3.75650899766028,1959-12-01
6.38963228527514,1959-12-02
4.821425616630574,1959-12-03
6.302655551033438,1959-12-04
5.882523519761629,1959-12-05
5.623128722328495,1959-12-06
4.958182913052174,1959-12-07
4.894296692610667,1959-12-08
2.349884594510184,1959-12-09
3.385095015049613,1959-12-10
1.8909727027364793,1959-12-11
1.732586534098723,1959-12-12
0.7699588540221092,1959-12-13
0.34371874963613924,1959-12-14
1.5807364532211912,1959-12-15
0.001,1959-12-16
3.652278576380888,1959-12-17
0.001,1959-12-18
3.2570932395692465,1959-12-19
0.5539569659036769,1959-12-20
0.6236104332738093,1959-12-21
1.0729881854297916,1959-12-22
0.8479152075605456,1959-12-23
1.4003768082525958,1959-12-24
0.8910720485321707,1959-12-25
0.48775184525706594,1959-12-26
0.11638084165399387,1959-12-27
0.001,1959-12-28
2.0582281956505275,1959-12-29
0.001,1959-12-30
2.5878115663716983,1959-12-31
1.2972971879438622,1960-01-01
0.001,1960-01-02
0.001,1960-01-03
0.001,1960-01-04
0.001,1960-01-05
0.001,1960-01-06
0.001,1960-01-07
3.1080492131365194,1960-01-08
0.589278028613506,1960-01-09
0.001,1960-01-10
2.1072748963680135,1960-01-11
0.001,1960-01-12
0.001,1960-01-13
0.001,1960-01-14
0.001,1960-01-15
0.11599148487880936,1960-01-16
0.7305049214968249,1960-01-17
0.001,1960-01-18
0.001,1960-01-19
0.6868584349317618,1960-01-20
0.001,1960-01-21
0.9070897196658578,1960-01-22
1.59925607119406,1960-01-23
2.47313509409332,1960-01-24
0.08395187460564055,1960-01-25
0.001,1960-01-26
0.9548722180442146,1960-01-27
0.001,1960-01-28
0.001,1960-01-29
0.001,1960-01-30
0.7592618707226372,1960-01-31
1.5572977600585838,1960-02-01
0.9912994800099076,1960-02-02
0.05405734210358522,1960-02-03
0.001,1960-02-04
0.001,1960-02-05
0.001,1960-02-06
0.001,1960-02-07
1.4086701644095612,1960-02-08
0.6677085446824845,1960-02-09
0.001,1960-02-10
0.001,1960-02-11
0.001,1960-02-12
0.039857596891095554,1960-02-13
0.001,1960-02-14
0.001,1960-02-15
0.001,1960-02-16
0.8074216670663205,1960-02-17
0.001,1960-02-18
1.7836860088427813,1960-02-19
0.001,1960-02-20
1.906828648161467,1960-02-21
0.001,1960-02-22
0.001,1960-02-23
0.001,1960-02-24
0.05382462592631629,1960-02-25
0.4681722999431533,1960-02-26
0.001,1960-02-27
0.09537105134960101,1960-02-28
1.2492981430764705,1960-02-29
0.6250853761724356,1960-03-01
1.1788404698340909,1960-03-02
0.9452157123397732,1960-03-03
0.001,1960-03-04
0.001,1960-03-05
0.8287631183722658,1960-03-06
0.001,1960-03-07
1.5430596323116952,1960-03-08
1.9463900434218029,1960-03-09
1.0532613933077,1960-03-10
0.001,1960-03-11
0.5886949845826978,1960-03-12
0.001,1960-03-13
1.4598442650361294,1960-03-14
0.001,1960-03-15
0.001,1960-03-16
0.9215252888624439,1960-03-17
0.24079771540857334,1960-03-18
0.8901259482829357,1960-03-19
0.001,1960-03-20
0.0085541623540465,1960-03-21
0.38493218871352364,1960-03-22
1.109631736060874,1960-03-23
0.001,1960-03-24
0.5082252500148683,1960-03-25
0.001,1960-03-26
0.001,1960-03-27
0.001,1960-03-28
0.20518815733713858,1960-03-29
0.2339823192047297,1960-03-30
1.3051861481933007,1960-03-31
0.001,1960-04-01
0.001,1960-04-02
1.1235135770072346,1960-04-03
2.8223289391071167,1960-04-04
0.5886642038986006,1960-04-05
0.2018417233201485,1960-04-06
0.08205352225511636,1960-04-07
0.001,1960-04-08
1.8484582428305514,1960-04-09
1.8801776859017947,1960-04-10
1.1895011880930473,1960-04-11
2.45136828700499,1960-04-12
0.46608036687901433,1960-04-13
2.5024483013132084,1960-04-14
0.24004718665180125,1960-04-15
1.9381995706222208,1960-04-16
3.422973945699676,1960-04-17
2.1546493471758392,1960-04-18
3.134157498028839,1960-04-19
4.471938568517511,1960-04-20
5.142886454250014,1960-04-21
6.835059539011986,1960-04-22
4.718082901501226,1960-04-23
5.727308741450503,1960-04-24
6.209396398379465,1960-04-25
3.2555611286553714,1960-04-26
5.59704974775038,1960-04-27
6.190086495665559,1960-04-28
6.337744498469139,1960-04-29
6.670286781040295,1960-04-30
4.093411062414877,1960-05-01
5.547323676410063,1960-05-02
10.501175890206616,1960-05-03
15.76784055197504,1960-05-04
23.810196412321112,1960-05-05
27.326501995476757,1960-05-06
31.872915204025567,1960-05-07
38.86090091823775,1960-05-08
40.012561164876026,1960-05-09
41.40815444204827,1960-05-10
48.47923691126819,1960-05-11
53.42209913679814,1960-05-12
59.01680738736478,1960-05-13
66.69931517743247,1960-05-14
72.18390702222591,1960-05-15
71.47187962825079,1960-05-16
70.26894806697034,1960-05-17
65.23069977232865,1960-05-18
61.773441590596086,1960-05-19
58.98366795446883,1960-05-20
55.38433886660298,1960-05-21
50.380540969816145,1960-05-22
49.541227773200795,1960-05-23
46.869297315563,1960-05-24
45.22963161406381,1960-05-25
39.52008314681681,1960-05-26
37.07719541836251,1960-05-27
32.48746610636703,1960-05-28
30.212133708295926,1960-05-29
31.89774946088283,1960-05-30
29.937604648429684,1960-05-31
24.66833795890335,1960-06-01
21.786475286283963,1960-06-02
17.13234153846293,1960-06-03
15.669130946963397,1960-06-04
13.7458604994278,1960-06-05
14.218767286631513,1960-06-06
11.59243186346036,1960-06-07
11.586807616599833,1960-06-08
11.374372048670214,1960-06-09
10.696196466942324,1960-06-10
9.119890095558297,1960-06-11
8.917526857859924,1960-06-12
9.711033491000464,1960-06-13
7.670440224218847,1960-06-14
6.615958009422962,1960-06-15
7.367381492548607,1960-06-16
9.165261575492467,1960-06-17
7.119046521887416,1960-06-18
3.5462832494462564,1960-06-19
4.437899501445556,1960-06-20
6.477339633659228,1960-06-21
8.705168030007586,1960-06-22
9.658661366236691,1960-06-23
13.529625302940358,1960-06-24
15.196502096103504,1960-06-25
17.78016909628259,1960-06-26
16.766659735431794,1960-06-27
16.349188249730247,1960-06-28
16.37788276001438,1960-06-29
15.94357401410261,1960-06-30
14.67836082263544,1960-07-01
14.250384025119939,1960-07-02
14.032899522390933,1960-07-03
13.442719322501453,1960-07-04
17.583148195477424,1960-07-05
19.87542115914076,1960-07-06
22.575925872043562,1960-07-07
25.36557372931599,1960-07-08
28.290007359099018,1960-07-09
28.776669140825128,1960-07-10
28.085249901730673,1960-07-11
34.66221553359112,1960-07-12
42.697903041717765,1960-07-13
48.11411112298464,1960-07-14
54.10558801549369,1960-07-15
58.900098537022096,1960-07-16
64.37176809464188,1960-07-17
65.07116647226877,1960-07-18
56.98974671139764,1960-07-19
47.95452472768559,1960-07-20
39.60519933058557,1960-07-21
30.655896948982868,1960-07-22
21.870342789932945,1960-07-23
12.040043874978611,1960-07-24
12.409139242348182,1960-07-25
12.43971569234854,1960-07-26
13.233995400168657,1960-07-27
14.58621619805533,1960-07-28
12.027630452148015,1960-07-29
13.932746332490742,1960-07-30
12.02978817553101,1960-07-31
11.903248486059171,1960-08-01
9.600609412727101,1960-08-02
9.513197429898835,1960-08-03
9.745291914326275,1960-08-04
8.55930464480253,1960-08-05
8.447248603249426,1960-08-06
6.544492030171511,1960-08-07
6.935601493415443,1960-08-08
6.935521695769998,1960-08-09
6.684595201631713,1960-08-10
7.449468004490916,1960-08-11
7.558328577751509,1960-08-12
